어업별,품종별,어법별,행정구역별,판매형태별,항목,단위,2006.01 월,2006.02 월,2006.03 월,2006.04 월,2006.05 월,2006.06 월,2006.07 월,2006.08 월,2006.09 월,2006.10 월,2006.11 월,2006.12 월,2007.01 월,2007.02 월,2007.03 월,2007.04 월,2007.05 월,2007.06 월,2007.07 월,2007.08 월,2007.09 월,2007.10 월,2007.11 월,2007.12 월,2008.01 월,2008.02 월,2008.03 월,2008.04 월,2008.05 월,2008.06 월,2008.07 월,2008.08 월,2008.09 월,2008.10 월,2008.11 월,2008.12 월,2009.01 월,2009.02 월,2009.03 월,2009.04 월,2009.05 월,2009.06 월,2009.07 월,2009.08 월,2009.09 월,2009.10 월,2009.11 월,2009.12 월,2010.01 월,2010.02 월,2010.03 월,2010.04 월,2010.05 월,2010.06 월,2010.07 월,2010.08 월,2010.09 월,2010.10 월,2010.11 월,2010.12 월,2011.01 월,2011.02 월,2011.03 월,2011.04 월,2011.05 월,2011.06 월,2011.07 월,2011.08 월,2011.09 월,2011.10 월,2011.11 월,2011.12 월,2012.01 월,2012.02 월,2012.03 월,2012.04 월,2012.05 월,2012.06 월,2012.07 월,2012.08 월,2012.09 월,2012.10 월,2012.11 월,2012.12 월,2013.01 월,2013.02 월,2013.03 월,2013.04 월,2013.05 월,2013.06 월,2013.07 월,2013.08 월,2013.09 월,2013.10 월,2013.11 월,2013.12 월,2014.01 월,2014.02 월,2014.03 월,2014.04 월,2014.05 월,2014.06 월,2014.07 월,2014.08 월,2014.09 월,2014.10 월,2014.11 월,2014.12 월,2015.01 월,2015.02 월,2015.03 월,2015.04 월,2015.05 월,2015.06 월,2015.07 월,2015.08 월,2015.09 월,2015.10 월,2015.11 월,2015.12 월,2016.01 월,2016.02 월,2016.03 월,2016.04 월,2016.05 월,2016.06 월,2016.07 월,2016.08 월,2016.09 월,2016.10 월,2016.11 월,2016.12 월,2017.01 월,2017.02 월,2017.03 월,2017.04 월,2017.05 월,2017.06 월,2017.07 월,2017.08 월,2017.09 월,2017.10 월,2017.11 월,2017.12 월,2018.01 월,2018.02 월,2018.03 월,2018.04 월,2018.05 월,2018.06 월,2018.07 월,2018.08 월,2018.09 월,2018.10 월,2018.11 월,2018.12 월,2019.01 월,2019.02 월,2019.03 월,2019.04 월,2019.05 월,2019.06 월,2019.07 월,2019.08 월,2019.09 월,2019.10 월,2019.11 월,2019.12 월,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월,2022.07 월,2022.08 월,2022.09 월,2022.10 월,2022.11 월,2022.12 월,2023.01 월,2023.02 월,2023.03 월,2023.04 월,2023.05 월,2023.06 월,2023.07 월,2023.08 월,2023.09 월,2023.10 월,2023.11 월,2023.12 월,2024.01 월,2024.02 월,2024.03 월,2024.04 월,2024.05 월
계,넙치류,계,계,계,생산량:계,,166,88,136,203,443,346,113,129,128,155,178,213,240,170,189,299,653,336,164,134,181,285,255,168,204,109,185,354,1056,594,304,224,181,291,412,270,268,198,261,563,1638,901,289,177,205,353,293,293,229,131,168,516,2195,1099,354,167,187,353,362,274,233,90,164,384,1494,972,206,169,225,264,253,221,220.60034,153.07585,201.42748,375.08999,1342.0488,822.44568,248.24671,126.86659,173.11381,233.99701,267.52476,227.30825,193.82957,141.75827,185.28292,430.63387,1162.96071,850.17819,268.62903,186.17948,127.5475,227.86473,303.10507,217.46469,123.12788,106.67819,188.32946,574.28848,1178.80099,657.72138,214.21021,173.91752,167.89632,199.74261,223.73497,199.63428,149.64101,116.12699,166.37236,469.98049,1223.6041,567.76481,146.09252,139.47322,143.11554,166.49547,216.35834,200.24563,170.87921,115.80694,181.99081,484.54112,943.08684,456.16891,219.42068,156.31365,115.84952,178.70046,235.22477,297.24753,214.24136,122.26264,259.9315,659.24213,1002.28022,503.2782,159.00387,152.03197,178.30573,190.65616,246.86526,301.39327,254.50054,128.80783,209.5928,591.4568,1193.6247,816.1353,254.2527,163.8312,181.4565,254.0673,399.6136,314.8027,343.24294,101.97431,203.0138,576.96281,1227.91992,635.20387,213.1628,177.9954,90.9259,123.4506,213.8155,199.505,131.23923,98.99146,179.53927,506.2606,1115.7601,543.9019,123.7607,41.7427,53.5703,99.6227,145.3161,142.5245,94.28856,92.09361,151.21074,496.02406,788.0061,308.8484,108.3894,79.9912,78.0433,192.8172,265.492,267.9867,201.71008,113.17445,146.02534,438.12094,995.58397,368.0459,126.2794,73.4163,64.7998,213.6492,269.0042,198.625,158.63886,155.5107,258.8584,703.9412,1478.5623,521.7342,106.8847,89.8236,120.2177,160.7314,220.2954,221.9511,160.1991,114.5484,247.8035,794.8981,1181.7807
계,농어류,계,계,계,생산량:계,,125,119,102,96,78,54,54,57,166,120,102,100,81,165,95,103,77,63,65,54,32,107,95,70,101,78,84,107,92,76,56,26,33,75,120,86,105,107,87,189,79,53,56,69,53,101,110,105,127,89,52,207,103,53,84,55,38,124,135,87,126,80,190,316,84,90,88,70,73,120,84,116,125.52002,104.80338,95.98693,209.41041,120.35507,93.41088,87.69363,47.36167,68.6203,194.25368,120.61226,113.32665,131.13926,110.89036,125.59815,158.00375,114.29236,116.14258,77.69485,72.86195,63.88182,180.75224,141.63432,115.27561,136.07657,103.31598,138.46521,162.92265,124.53538,96.28745,115.70977,73.75068,103.37678,171.53926,183.96909,190.3803,161.81741,204.13869,132.9005,131.5564,143.59693,98.01804,64.74462,71.13766,69.38484,191.67997,119.72805,121.94861,217.48011,152.56884,330.03872,247.35468,168.4761,76.80748,82.355,67.9815,27.58113,132.66198,228.26158,109.17584,160.92515,172.71575,208.71003,139.97887,109.75059,77.2186,83.81966,59.03555,49.94738,144.86626,83.40372,119.46635,219.74195,164.46783,282.6201,203.0428,139.8755,118.481,95.3777,77.8482,100.5079,172.7062,163.5005,273.8655,234.49504,160.44723,242.61264,253.46785,149.19197,134.4178,132.1993,81.3872,87.3893,140.6306,148.5225,176.4976,223.63958,156.87618,210.91582,199.0759,146.469,121.597,102.243,84.6232,84.8843,113.2633,106.8213,124.5641,163.03649,217.3924,233.76021,221.4487,122.92984,115.4101,84.8202,67.4295,66.8881,168.1844,166.7529,228.0085,325.15391,258.67463,581.50007,210.5466,151.55742,118.1984,89.3523,68.4546,56.5628,147.3345,131.558,167.5513,236.55191,216.6054,246.4059,195.074,143.5076,104.2329,94.3486,64.0028,64.4042,153.7933,142.3678,113.9792,359.0508,170.9764,129.4381,184.8355,203.3815
계,눈볼대,계,계,계,생산량:계,,113,37,134,127,159,240,325,216,259,129,147,158,166,132,207,158,238,400,217,252,334,324,233,225,170,122,662,281,380,245,126,420,404,383,279,271,112,189,179,227,370,379,355,406,474,235,275,253,139,110,222,185,364,508,287,380,247,185,221,257,198,90,158,105,238,314,447,245,137,167,195,197,129.2315,70.675,132.6068,298.6247,344.0207,331.629,419.005,157.037,267.4546,201.364,220.0535,170.0374,154.69199,120.959,153.893,235.933,280,272.1779,452.271,465.09702,402.047,351.35,313.7409,246.713,171.90183,90.08082,208.1299,219.112,285.591,294.54044,349.394,457.577,346.18335,164.145,119.979,121.956,125.75477,99.6313,143.68874,258.25565,250.29015,357.7079,465.32303,248.35842,525.388,206.729,111.89,85.45988,117.955,113.554,200.907,296.259,378.63,301.645,771.57856,367.128,281.91844,132.959,117.633,114.38,79.587,107.692,317.70815,313.362,269.84115,277.101,484.88414,552.731,316.34,81.188,82.70657,81.187,161.80123,108.944,171.466,218.0528,330.2703,457.699,1521.112,481.011,144.4443,132.068,113.261,108.9125,148.81022,76.869,150.18,247.39839,511.461,480.5957,1013.5442,547.86,208.123,178.925,116.1406,179.447,121.65902,146.35631,192.404,166.7666,249.5769,244.6044,736.764,621.4463,208.3643,117.3405,113.086,122.9981,90.744,148.834,219.6282,300.35517,382.9564,268.4058,400.931,677.516,170.948,152.8826,151.0546,103.199,111.7,95.286,196.11531,252.82966,173.39988,161.5778,563.3436,509.3313,112.538,194.737,99.7908,100.0005,81.673,109.5454,137.8321,153.0578,222.2107,237.1588,690.0434,495.981,138.3237,134.28,90.04,70.836,91.799,99.26,127.0577,173.022,160.325
계,능성어,계,계,계,생산량:계,,0,0,0,0,0,0,2,4,2,1,2,0,0,0,0,0,2,4,8,3,3,7,5,3,2,0,0,0,1,4,8,7,6,8,8,1,0,0,0,0,4,2,1,6,12,17,10,3,0,0,0,0,1,2,5,6,6,7,10,2,1,1,0,6,1,1,6,5,7,11,0,0,0.40596,0.096,0.162,0.73227,6.01917,2.98338,4.7592,3.39256,8.00603,9.12811,2.1752,0.8201,1.75657,0.52565,0.33138,0.55063,2.28708,2.91313,4.05864,2.80373,3.07138,2.99643,2.60105,1.8421,1.5582,0.19877,0.75298,1.58472,2.04389,2.09339,3.68861,3.26859,5.5919,3.42728,2.59006,1.46097,0.94492,0.35317,1.12032,0.67236,3.90699,3.12099,3.0165,3.5603,3.54657,3.26129,4.20009,1.89468,1.18498,0.7788,1.01794,1.76926,2.21242,5.16628,5.60776,6.20775,4.41031,5.6487,6.10002,4.20927,3.46354,1.88046,3.14219,5.86289,5.64074,6.54688,9.06335,11.56317,16.50739,13.37266,7.54935,5.85329,4.10313,1.43697,1.41,1.521,3.511,5.503,5.1074,9.5352,6.8039,7.1825,4.8262,2.7587,1.6979,0.54567,0.85875,0.74011,3.42505,4.1159,5.1043,4.8877,6.9179,9.4315,7.8895,4.0574,1.44288,0.74358,0.36642,0.9272,3.3174,5.3074,6.2553,3.7431,12.17,13.1218,9.1059,3.4627,1.346,1.345,1.161,2.11328,3.2765,6.8542,8.8007,7.1855,6.0191,10.8101,9.8885,10.2413,3.88614,1.88224,1.06541,1.30819,4.01812,6.293,5.0652,4.4646,5.9143,13.1737,9.5814,4.7989,1.748,0.9662,1.0892,2.732,7.9732,7.7134,7.5186,11.89,17.0253,12.2114,12.3071,6.2312,3.2148,6.2059,4.1837,3.5041,13.2993
계,참다랑어,계,계,계,생산량:계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,22,120,,0,0,11,,3,17,18,73,31,35,42,27,,,2,6,5,0,,0,0.325,51.408,10.476,0.013,105.009,,56.9444,0.9662,0.19,2.539,1.063,12.784,8.996,8.409,21.33,18.396,0.072,374.524,0.396,0.284,,0.671,1.617,28.963,80.885,23.688,412.579,392.566,3.404,387.969,5.509,0.153,0.426,0.296,,6.33,85.089,27.928,499.987,0.262,0.298,4.955,0.258,0.034,0.691,0.358,0.031,102.172,66.432,153.625,762.881,5.451,6.9,20.878,1.88,2.929,1.16,3.207,1.998,3.409,18.936,33.544,685.732,,,0.026,0.24,3.108,,,0.665,1.042,9.307,447.399,89.787,4.025,,,13.5162,4.7786,36.6043,13.2155,,,123.485,321.325,125.953,2.6,0.25263,3.3487,7.54316,12.75814,9.03436,86.82879,7.3895,0.135,3.649,0.071,443.662,110.56,2.261,1.135,13.055,15.0847,4.654,5.327,6.127,0.534,6.67394,0.868,91.088,308.316,0.511,20.2217,38.6373,6.1172,1.6423,7.5187,22.962,1.622,6.996,233.93644,464.173,1.16484,24.032,45.4456,17.021,23.3594,86.112,6.0387,7.5233,0.031,10.644,332.631,65.249,0.857,23.83,63.528,73.2595,33.4161,8.8588,30.0545,23.6189,24.083,10.372,30.5566,308.252,216.833,34.1384
계,기타다랑어류,계,계,계,생산량:계,,178,57,142,250,30,152,262,469,56,439,584,96,620,305,227,72,27,56,494,410,75,305,137,1406,368,286,158,345,272,99,220,228,262,342,750,372,185,174,218,179,36,39,104,462,126,179,1064,541,323,46,8,130,0,180,258,104,160,817,1367,1317,48,14,13,4,156,160,53,543,67,209,389,398,103.155,33.017,20.182,0.108,2.455,392.334,122.079,23.2176,34.476,687.2792,152.613,133.125,36.222,7.365,6.051,1.186,0.158,31.89,250.22,191.11009,505.76414,325.01787,219.4526,124.09493,381.091,75.529,66.658,23.164,20.593,396.484,231.484,146.15998,327.9344,413.30364,273.89281,163.37238,10.855,16.33287,29.348,12.764,1.44,3.259,38.371,90.06972,75.90531,52.58466,72.22277,753.093,88.336,73.24,29.241,46.286,1.14938,23.008,17.194,102.08476,49.461,73.84709,329.024,232.35408,50.882,24.644,34.074,0.551,24.14324,3.237,18.081,25.1355,80.05794,96.8999,350.023,85.435,38.515,24.798,3.6993,0.134,0.703,28.7457,81.8947,83.3866,26.3491,117.6948,392.0867,2024.9884,555.60968,43.92237,14.905,7.97583,3.28553,1.234,16.7363,85.0021,37.3812,80.9432,50.3262,3345.4344,3535.053,3.663,1.396,8.291,2.7277,23.652,67.1159,145.0487,36.6172,246.2939,59.2415,234.251,4.459,3.13,26.54,310.31095,1.5709,5.1462,31.8124,21.8254,78.3817,578.6626,161.112,400.888,21.186,43.32105,9.2,1.727,28.70279,42.6463,78.3392,256.9975,112.8357,90.0377,298.0237,30.7368,12.051,55.2988,8.857,2.2125,22.7739,52.2347,20.7598,130.139,62.8832,468.9829,142.9884,51.122,107.1657,28.7348,21.8817,24.1963,16.3136
계,도루묵,계,계,계,생산량:계,,53,45,88,174,199,236,255,277,201,248,459,412,72,21,85,342,190,400,320,160,150,214,1331,484,44,15,113,326,246,469,346,232,165,121,354,289,26,15,30,147,184,273,264,144,104,426,1443,883,36,5,36,86,144,425,349,297,159,243,1465,991,157,19,47,40,127,314,96,140,53,284,1447,1110,141.72875,28.571,119.4306,199.6422,402.1793,262.88768,135.461,133.6673,147.6236,249.30009,2409.30109,1263.6234,319.99007,201.7416,286.67682,309.60997,235.4696,556.36489,286.14431,185.29,108.21414,281.96603,2241.32544,1292.75398,167.39802,160.42017,566.23307,679.50867,44.368,212.35263,67.12279,93.224,79.93132,382.56713,1392.10794,833.53196,175.22389,258.001,477.41182,307.52782,40.799,99.13751,226.95726,166.94399,90.86004,175.61371,1129.46639,1614.38428,589.94564,557.33702,1049.19461,692.13372,50.066,167.9034,126.92665,80.222,45.69653,277.65172,2943.81945,915.63939,689.56029,735.42377,851.38545,490.3357,34.329,181.17425,145.6475,81.7995,57.55099,90.19521,856.68037,750.5762,212.80012,206.767,328.596,208.542,23.554,700.326,196.6972,312.311,97.599,100.408,1130.2912,665.5455,132.87459,138.83601,259.71673,323.072,45.621,338.1875,357.5546,311.4399,58.658,74.7175,406.2742,618.6499,68.88638,56.334,261.61152,138.8434,27.2488,1303.3337,994.4384,452.8404,63.9496,31.7384,536.5787,1178.1735,256.99971,51.104,81.5221,72.024,8.889,107.553,855.5735,316.6803,148.5912,111.4044,363.094,386.1276,96.93118,153.27006,260.03504,45.631,0.07,34.619,111.71,41.854,15.26,30.7111,191.8301,426.0453,30.56758,33.287,38.313,0.41,,2.955,39.0115,114.402,19.5278,19.572,168.4346,144.0576,3.5006,0.87,3.576,0.51,0.42
계,대구,계,계,계,생산량:계,,349,76,108,132,324,249,387,717,1167,962,1067,1272,701,141,318,416,456,287,508,691,672,591,919,1833,604,137,79,118,92,85,120,161,237,347,658,2757,386,151,58,86,158,196,422,756,935,657,1108,1957,809,364,312,352,507,399,257,284,367,524,936,2178,525,109,104,122,341,249,361,549,818,981,1429,2997,1117.39846,185.09801,106.242,141.93562,203.07374,175.40754,238.51312,353.28754,919.66938,1038.96813,1475.31738,2727.57675,1105.24013,195.56874,84.94113,58.05723,117.612,185.51778,346.05009,482.45538,745.58563,1129.64552,1393.37975,3288.50217,1844.39047,257.12898,163.94433,202.23941,350.64247,331.60089,378.30509,860.84555,875.71342,1740.96152,2934.31491,3462.41034,1794.66054,267.79538,188.62767,172.3552,457.53436,193.28452,201.19589,168.57325,420.77537,681.08906,948.00541,2325.68582,894.13478,391.90097,175.81425,110.97643,120.09532,114.33789,113.98688,78.85265,158.63802,352.47055,823.23189,1640.40727,630.65684,228.4172,17.07313,66.87787,73.12626,99.54894,159.23353,382.31579,634.46564,819.5698,1399.74141,1967.65808,1627.52593,198.27196,15.2765,82.564,77.304,101.1868,293.5265,288.378,472.4446,917.2982,1317.6168,2119.841,1370.32602,176.92531,12.59708,227.33684,303.55213,269.6259,345.6835,294.631,639.9317,1679.2409,1787.2658,2413.1185,824.09801,288.11234,15.03957,344.1347,300.4781,302.038,208.1898,196.2828,192.7165,698.0419,622.3667,1515.1283,693.96651,105.15946,198.31728,151.98837,167.7134,137.0124,99.5683,131.7941,367.4019,727.3296,790.5937,2058.4173,894.74957,118.93215,231.84484,262.46328,223.5372,191.2993,153.8218,263.2956,329.5217,629.0074,878.9346,1556.3859,744.53338,214.0654,432.187,419.3342,299.2426,398.9807,298.2385,231.3201,451.2329,873.7052,1019.0388,917.9173,530.1797,126.9769,426.4092,446.988,342.0855
계,감성돔,계,계,계,생산량:계,,130,46,54,107,191,78,29,41,84,107,110,78,69,45,37,108,167,80,30,41,60,119,110,81,54,32,49,97,126,42,28,70,176,178,155,133,72,70,47,115,184,63,23,59,129,135,118,82,60,56,46,88,164,72,28,40,96,106,84,76,95,64,34,87,220,106,34,55,81,68,58,60,55.20738,30.11252,36.00773,93.72924,141.05737,96.20997,29.92538,28.35593,81.21514,90.91502,59.43439,60.35225,54.15435,30.46049,29.37735,79.80373,126.62014,41.85078,31.5358,43.06479,53.8671,57.9128,49.64699,55.29888,56.6316,41.89976,27.50874,125.52187,109.54916,40.72528,20.8906,47.02902,71.37379,69.59551,47.01372,47.86224,46.78676,30.78484,32.70357,117.85349,152.35578,61.32608,28.98294,53.19608,88.7303,67.19491,50.85432,49.08561,49.07514,47.75507,39.09366,109.59303,111.80106,62.21616,27.067,41.90566,89.479,88.59991,75.52146,67.17607,63.73676,51.13856,60.54102,145.08249,146.65324,70.2175,34.89641,49.30214,81.60472,64.44683,58.57061,69.69593,93.15433,92.12432,75.6009,170.8749,163.1905,74.7461,21.5362,36.3609,74.8665,84.0871,83.5062,83.0876,81.54107,58.488,67.68183,171.5491,191.60035,43.7515,22.451,32.4304,59.1197,69.2365,70.7841,83.7059,78.73458,66.87714,64.5823,164.622,166.8299,66.6128,24.691,31.3031,80.446,87.9748,71.5313,79.1836,76.4391,71.20667,69.66282,194.54093,29.186,44.935,29.4351,57.3783,109.8349,128.4062,131.4094,119.7486,116.48341,81.344,98.0962,261.08685,19.86636,58.152,22.0804,50.8152,79.7388,101.7437,72.4236,101.7351,107.81264,78.8,90.4543,260.8782,15.9716,79.9887,39.2793,41.5625,93.1607,135.0871,129.2105,102.9358,102.844,79.634,93.1747,277.4915,18.978
계,옥돔,계,계,계,생산량:계,,102,99,148,174,263,223,89,72,76,116,73,102,114,80,133,218,190,131,203,50,64,188,114,85,97,71,85,111,167,92,74,44,75,103,67,87,61,68,110,101,127,150,78,96,140,90,112,82,99,78,93,166,200,127,332,95,71,101,102,85,75,45,64,104,171,99,54,39,56,69,60,87,82.853,42.1838,64.5486,99.30625,205.58732,283.76155,76.9605,55.164,131.6956,109.73925,78.312,76.8573,141.77193,63.21784,134.20468,224.78995,265.36751,176.8169,131.00073,131.6225,136.73013,77.69027,146.89775,135.81338,143.45055,76.56841,169.58804,236.39981,292.62621,223.67293,147.875,75.84605,57.74568,106.63818,244.54539,156.71845,122.42515,94.58632,164.60862,193.33961,241.81263,275.77107,157.99539,95.01187,85.02932,144.67091,178.22112,147.28164,112.36752,74.17573,161.75326,223.30282,370.01532,263.55495,98.96575,43.91561,69.55095,113.17906,164.41275,130.93243,108.98754,105.8934,249.41627,233.57179,275.85204,162.6916,63.78623,37.62108,88.02968,58.25388,111.87828,103.76705,122.88308,87.14531,107.2315,117.9336,131.3926,141.4601,34.404,19.8407,69.6186,149.9984,147.4695,92.1255,142.19341,95.68804,185.46566,229.4421,151.15181,124.1611,43.2225,30.5893,39.197,63.8418,82.5487,103.6908,83.48129,107.61524,108.48863,107.2963,145.5043,102.3732,29.3447,23.6631,36.6657,33.4661,71.0689,91.2853,63.17163,67.73672,111.77726,132.82504,169.8133,173.365,71.5591,33.649,53.1371,85.7217,91.6093,89.5808,109.00148,78.63563,138.5129,206.61727,246.37479,161.779,77.9762,48.9911,31.7904,61.1676,107.6163,100.2352,98.11465,95.4529,177.3582,160.9815,363.5618,185.0782,56.6651,39.8848,69.029,84.3084,99.7031,125.9833,137.2229,86.8756,158.132,263.3687,315.9412
계,자리돔,계,계,계,생산량:계,,,,,0,,24,37,57,13,2,1,1,0,,0,,,72,58,21,16,2,2,1,2,1,2,17,31,17,13,1,1,0,5,1,0,0,0,41,81,73,30,65,1,10,0,0,0,0,0,141,353,616,45,39,2,1,1,2,0,,0,78,176,204,116,53,3,1,0,0,0.005,,0.004,9.288,71.1118,51.8846,34.93726,11.28455,0.2418,0.0594,0.1044,1.127,5.767,,0.002,22.05609,7.61776,5.72386,8.69595,1.02523,0.08593,6.3595,13.495,9.25867,0.26078,0.07738,0.32345,20.49179,105.04551,23.89997,32.36788,1.06409,0.7496,3.35671,2.89465,3.18484,3.13379,0.001,0.04295,22.89318,84.98686,23.55405,20.5579,28.24172,35.43961,0.20361,0.15166,0.34465,0.01841,,0.04469,8.85772,21.947,45.15436,45.44399,34.94985,33.90885,11.63566,6.17943,0.29506,0.003,0.005,0.03038,11.93479,26.18461,34.35509,6.67793,2.98453,56.72171,1.31061,0.42724,0.25824,9.35032,4.89896,2.9848,39.4384,75.929,130.1976,63.8162,28.6957,26.4253,36.742,0.0716,0.008,0.001,,21.41939,83.9105,178.5846,112.086,48.3803,21.2953,46.0034,32.6901,0.073,0.253,1.86382,0.05,20.11371,74.1266,84.0522,71.3603,37.0211,45.6857,0.7418,0.9947,0.2234,0.009,0.11147,,56.77362,58.2312,144.42379,70.0163,39.3224,19.0917,0.3206,0.178,0.3978,0.136,0.088,0.006,58.87432,79.19631,159.25432,90.7184,6.3228,1.347,0.4027,0.2677,0.2379,0.12,0.024,0.2555,0.034,13.5993,117.3269,99.0334,1.1867,3.1939,1.275,1.495,0.6482,1.189,0.034,0.007,,59.3847,134.274
계,참돔,계,계,계,생산량:계,,29,28,23,42,67,72,38,33,60,36,28,46,52,42,30,100,104,62,42,35,34,48,58,79,150,70,75,134,289,68,40,54,115,85,79,145,264,136,134,218,467,117,46,52,103,80,107,140,155,214,83,224,861,177,118,60,109,93,164,154,267,118,140,191,1000,161,72,99,101,84,127,130,170.13702,90.45484,121.74766,196.60977,978.44616,227.84653,70.75871,65.6162,236.3879,124.99797,173.72481,141.22748,203.68962,116.77143,117.85791,434.78492,666.17769,187.39771,62.85515,107.05219,98.89895,71.44606,86.30764,135.3575,256.64049,97.66624,223.56592,277.17734,595.06653,134.61767,72.26402,98.67086,78.75433,75.0863,123.56033,135.44045,178.70265,143.01799,272.99388,330.21874,479.57461,127.09588,53.35953,57.04066,113.99226,104.89912,103.76574,97.19298,150.89383,125.70107,176.90282,403.93776,547.26183,106.2045,69.28064,63.13587,77.76413,94.11151,92.39449,160.94643,224.63469,130.88965,155.02714,259.39339,445.05721,161.76319,86.54882,64.89748,112.60989,62.83237,83.68237,114.68833,164.96823,192.02731,123.9272,319.1767,1001.5147,184.2721,135.0805,122.4268,150.451,158.1636,128.2293,128.7409,168.93961,121.98096,154.01077,322.25849,491.66248,195.66,123.9952,101.5719,112.513,109.685,132.3246,175.0883,174.01881,137.33502,179.51108,297.1104,439.3446,177.4692,144.2131,117.8321,134.265,118.9764,104.3944,171.8735,155.59002,235.07128,290.66623,493.58416,444.6707,137.1533,81.3741,95.0045,76.9903,96.2329,115.6971,172.4159,220.61626,85.81455,261.98799,273.26298,558.92871,134.2991,111.3038,80.4121,76.483,114.8663,145.5377,278.2366,235.49359,187.5498,415.7549,363.148,751.783,177.7074,133.2278,92.0783,111.4324,113.1049,181.6628,162.8241,226.6262,163.6496,320.7725,489.5207,579.5058
계,돌돔,계,계,계,생산량:계,,,,,,,,,,,,,,,,,,,,,,,0,,,2,0,15,49,40,30,8,2,5,8,25,6,3,2,4,6,27,29,15,3,11,9,15,3,2,2,2,4,10,17,11,5,12,27,13,4,0,1,3,2,7,5,5,1,13,38,40,7,4.5994,2.2102,1.84744,5.32154,12.93217,4.58456,2.93628,2.37242,11.33775,47.54132,26.25317,2.48474,1.51828,0.31616,1.24367,4.40629,8.83024,11.10648,8.24271,6.76576,11.69258,23.50749,20.53178,3.41474,1.74648,0.68448,1.26714,4.87757,9.68789,12.66468,5.76577,7.30212,10.4958,14.29772,17.93247,4.86928,2.16752,0.98238,3.28198,3.31892,12.15586,13.58778,3.73267,5.9234,12.13594,18.04709,19.26879,5.93659,2.80926,1.49654,2.21571,4.85451,8.46283,8.64773,4.34648,2.87177,3.75199,14.25699,31.34565,8.92547,9.14819,1.59472,1.29205,5.88674,7.34053,8.96599,5.00247,9.2974,18.99333,44.18336,40.38987,4.05841,1.47476,1.52223,2.3006,6.4797,17.1594,13.9313,12.7475,8.3659,20.1209,77.7934,62.9251,12.9347,6.4754,2.8224,4.2178,16.14624,27.60722,14.47119,12.9966,8.1448,23.8281,64.5844,89.5135,40.6947,6.79783,1.6277,11.01866,82.9483,56.2183,18.9787,17.3951,12.783,21.6231,56.7687,36.5834,10.3941,5.57667,4.7756,5.57181,9.855,25.731,19.2761,8.6674,6.6172,11.3789,34.1297,40.1783,9.5577,11.01118,3.24456,6.63016,16.15806,27.12194,15.4609,10.7737,7.9374,15.0515,34.1218,31.0914,12.4333,8.10213,4.2671,5.0185,14.6267,24.043,18.0116,10.168,5.4387,6.58,34.8209,61.7386,10.3127,8.6179,3.7532,4.963,14.1279,23.8816
계,기타돔류,계,계,계,생산량:계,,157,93,81,111,214,113,109,95,96,149,169,102,203,116,133,151,184,88,169,71,57,96,120,113,234,66,98,132,98,93,111,76,98,131,111,141,142,94,149,253,201,96,91,110,166,101,107,124,127,109,116,203,230,120,333,110,111,108,85,102,108,56,152,227,249,174,157,136,120,85,100,132,182.45776,103.0312,139.637,210.48224,250.26985,120.38374,114.26958,110.02838,215.51148,90.64688,133.6036,62.06973,75.58186,58.88262,79.2732,109.16777,175.62385,119.20279,112.21499,145.85533,86.92286,100.1575,92.22747,70.10992,96.02974,51.11137,78.7812,150.43755,237.66745,158.32728,145.91926,117.13931,81.93646,96.06201,100.21741,107.87089,94.66636,90.6768,215.36873,209.13443,270.06797,168.46664,84.433,108.25775,159.13386,183.56252,171.3685,142.59191,161.26591,106.20247,190.47361,229.14263,318.49018,262.66508,113.96094,100.43358,80.27875,138.94484,140.90355,115.63539,88.51835,58.94556,171.82329,116.47409,230.24942,213.52512,162.74155,70.04407,166.65177,104.03558,138.87598,102.57433,106.4115,65.57647,85.4302,161.7086,187.9982,153.3631,113.4067,106.0656,162.9251,167.618,151.1449,87.1513,138.37582,49.0322,123.41692,200.79891,239.90791,161.36215,143.7857,162.8135,133.7181,163.2102,203.9993,131.1227,107.17886,94.9998,88.792,176.9485,281.601,238.9077,228.6996,160.3534,169.6201,124.742,152.0672,121.1263,79.61759,53.56039,146.24497,248.67955,318.35114,280.3192,181.5282,214.8947,91.0021,169.2983,199.5965,147.2577,120.21166,60.56149,130.11136,260.03743,282.93525,187.7522,235.1333,197.2721,88.6763,117.2787,132.6595,106.0231,89.70909,104.9305,178.0451,164.3915,346.4832,244.8835,185.1087,191.6622,161.3621,96.4262,137.941,105.2961,132.3886,55.5581,122.2948,316.2598,342.488
