시점,연근해어업,갈치,고등어,망치고등어,꽁치,노가리,멸치,명태,방어류,병어류,삼치류,전갱이류,정어리,쥐치류,청어,살오징어(오징어)
2017.02,43808,914,2477,633,41,-,7971,0,1135,189,1994,581,1148,60,1441,3607
2017.03,53849,1930,1716,36,28,-,13445,0,625,362,1500,403,1662,146,2188,701
2017.04,41645,2577,218,1,78,-,4286,0,154,295,1100,298,237,109,4703,198
2017.05,52526,2097,825,9,307,-,8940,0,403,826,422,2705,133,17,3186,586
2017.06,60422,5620,2161,5,226,-,6236,0,971,1018,204,2328,1713,27,5633,1278
2017.07,76088,5984,7919,72,5,-,30300,0,521,471,237,2240,1201,23,2704,6488
2017.08,93325,9504,14617,321,0,-,28114,0,219,196,1205,2558,233,33,1064,16834
2017.09,117555,8361,11944,3007,3,-,37399,0,897,466,8208,3288,42,55,706,11380
2017.10,79595,3777,6076,2037,10,-,16686,0,1774,479,8617,1885,6,116,1467,9760
2017.11,97115,7267,11425,2145,21,-,14038,0,2946,514,8856,2089,17,138,2867,10888
2017.12,119980,4437,35306,1489,28,-,22986,0,3461,579,3505,1326,10,109,3039,11709
2018.01,101177,2919,15093,3098,106,-,20270,0,952,768,2120,1113,3785,626,3856,6248
2018.02,47559,1723,2936,1494,1,-,6063,0,599,343,3054,426,61,199,1809,774
2018.03,54259,3170,11525,420,23,-,7678,0,735,306,1180,396,2209,237,3018,217
2018.04,46068,2285,3371,130,160,-,3208,0,394,422,735,626,374,112,3541,52
2018.05,51358,1431,278,2,263,-,7387,2,975,788,372,606,3,48,2156,736
2018.06,54402,5104,866,2,138,-,5133,0,1238,1168,467,2200,5,27,2120,1572
2018.07,80814,4761,11297,3930,12,-,25029,0,694,579,645,4241,3,23,1019,5325
2018.08,79770,4331,17162,5676,0,-,21319,0,600,391,1127,2797,37,39,787,5182
2018.09,136856,6644,29183,15204,0,-,30418,0,758,384,3937,4382,50,93,467,7053
2018.10,129807,5868,17432,13203,0,-,26090,1,2350,1233,9416,2860,168,236,1216,11309
2018.11,127994,6085,21054,23047,1,-,17543,0,2692,1168,4442,4414,0,320,1769,2708
2018.12,101472,5130,11332,8198,5,-,18547,4,1447,718,4593,2989,577,234,2277,5099
2019.01,123543,3108,16326,13834,9,-,24551,0,1055,728,3952,1221,1451,179,5925,9852
2019.02,52322,493,1860,1789,6,-,11536,-,1552,285,2834,570,68,122,1938,4823
2019.03,48150,1559,1795,1349,4,-,6793,-,956,360,1754,573,248,120,2772,1264
2019.04,46807,1178,1028,604,99,-,4763,-,650,431,1868,1102,248,117,3120,96
2019.05,55181,807,574,-,103,-,9446,-,709,1039,1327,1319,31,71,3094,884
2019.06,57828,3057,696,2,32,-,7225,-,622,940,393,2984,39,51,1854,2212
2019.07,65115,3764,2084,434,2,-,15706,-,721,802,696,5301,54,54,1126,10738
2019.08,79572,4600,7552,606,0,-,24943,-,536,692,1393,6126,35,66,886,10794
2019.09,77127,4189,8130,254,0,-,21556,-,680,505,3796,5232,5,105,732,6627
2019.10,91303,5851,9167,577,7,-,16974,-,1532,786,9122,5430,0,493,676,1987
2019.11,87133,8692,12331,239,1,-,11684,-,2829,1268,5936,6484,39,656,685,456
2019.12,127770,6180,39577,565,10,-,16498,-,4086,843,4770,6710,1,615,2964,2085
2020.01,86546,3726,5801,180,7,-,19771,-,2365,327,2625,4104,4,748,8488,5455
2020.02,59048,3572,10046,121,6,-,14329,-,1165,181,1390,2272,4,140,1400,4794
2020.03,53956,2942,3726,65,11,-,11238,-,1193,293,1573,1488,819,94,1315,4512
2020.04,46319,2098,554,20,125,-,6285,-,231,435,2317,815,163,234,2609,302
2020.05,61207,2343,519,1,339,-,11808,-,841,824,466,2267,67,124,2149,1012
2020.06,63068,5136,1419,0,119,-,8513,-,730,1130,910,3668,7,63,864,4389
2020.07,78436,4719,7320,175,0,-,28368,-,385,828,1443,7091,9,44,262,5161
2020.08,68046,6258,5400,542,0,-,24236,-,384,467,700,3004,18,78,1007,6528
2020.09,93003,6411,7513,657,0,-,27623,-,351,556,4316,3214,2,78,472,8032
2020.10,111077,6610,9132,2125,0,-,27904,-,1033,724,7311,9075,7,109,307,6719
2020.11,107099,11201,14165,445,13,-,19784,-,1865,1008,5305,3925,6,148,648,4187
2020.12,106075,10703,12007,905,24,-,16889,-,2507,865,4592,5282,34,153,1515,5897
2021.01,72642,3431,11482,552,3,-,11655,-,1454,483,3373,1393,13,130,1746,6137
2021.02,53257,3642,7209,88,6,-,10684,-,818,300,2396,340,1,101,898,2164
2021.03,64572,3319,5861,6,30,-,14687,-,323,542,2368,1503,7,304,898,748
2021.04,57282,2160,2786,90,323,-,7218,-,349,600,1691,1385,32,157,1462,14
2021.05,60003,1994,329,1,457,-,8065,-,822,662,76,1755,6,74,831,793
2021.06,58609,5341,1084,0,149,-,7110,-,1081,705,789,3467,11,32,874,2979
2021.07,75282,5352,3681,460,3,-,26917,-,765,494,1297,8395,6,31,1512,5517
2021.08,76293,6105,7868,1283,-,-,25293,-,620,526,1453,5552,-,75,672,8503
2021.09,98738,6674,16626,3156,-,-,11373,-,612,457,4324,8328,2,100,612,15421
2021.10,121605,7988,15006,11236,0,-,11113,-,1601,1093,7258,8543,4,271,1636,15114
2021.11,96959,9986,18915,3536,3,-,3974,-,2969,1389,3750,6180,0,278,1655,1978
2021.12,107633,7063,31322,8449,12,-,5325,-,3633,944,2174,2851,8,360,1229,1511
2022.01,86988,5900,15357,4731,10,-,13622,-,3606,541,3550,1425,-,158,1467,1292
2022.02,46043,2056,2914,812,28,-,13902,-,571,434,1167,658,14,58,979,1639
2022.03,58536,3098,4288,303,116,-,14468,-,1714,542,2322,706,1,334,718,535
2022.04,54109,2558,494,7,39,-,5360,-,859,494,896,496,724,197,4462,19
2022.05,72592,1626,978,8,48,-,6216,0,968,741,17,1088,4,86,7343,1079
2022.06,54636,4047,1543,16,27,-,3672,-,947,1098,588,4033,22,21,3216,2298
2022.07,53912,4473,6870,276,0,-,7316,-,522,838,1145,4715,1984,31,2676,4066
2022.08,79076,7552,9079,2660,-,-,17256,-,573,471,1195,7006,3172,52,1227,10164
2022.09,80515,4803,8892,6044,0,-,15121,-,723,451,7746,5444,1270,49,1270,6971
2022.10,95149,5865,8611,8173,-,-,15272,-,2626,722,9109,5226,2482,122,1174,4920
2022.11,118281,8168,29771,11720,2,-,9216,-,2598,820,5685,4670,1836,101,1173,1687
2022.12,88856,3878,22098,6927,12,-,10731,-,5563,599,2238,2293,520,105,2106,1906
2023.01,89630,5147,23124,4226,3,-,18158,-,2285,440,2353,2624,379,180,1048,1264
2023.02,58665,4522,2236,299,99,-,15284,-,2826,344,2562,1066,233,137,526,487
2023.03,79174,3754,10321,1461,117,-,14851,-,2013,476,1317,1826,3706,135,3660,393
2023.04,60823,2235,7785,8,14,-,4773,-,461,375,1266,1018,974,110,6539,28
2023.05,61205,1822,1836,11,2,-,7512,-,856,741,86,1380,1461,52,1722,1047
2023.06,58249,4780,4294,9,0,-,6647,-,545,933,608,2196,3212,32,1821,1958
2023.07,73979,4228,12012,2200,0,-,13497,-,465,782,4012,3880,7021,19,1245,4320
2023.08,80699,6799,8203,8162,-,-,13828,-,972,675,1689,6516,5889,35,803,8192
2023.09,103168,8024,13331,6196,0,-,16254,-,1421,600,11998,3976,4615,36,360,3932
2023.10,111514,5906,12649,5826,7,-,19793,-,3555,993,13485,7207,5798,101,1299,1232
2023.11,104497,7545,15703,12973,6,-,10001,-,3851,1093,3446,4238,11255,110,1519,93
2023.12,74351,5832,8593,1514,7,-,7170,-,6122,613,2869,2753,3486,105,776,398
2024.01,85268,4100,8486,1384,37,-,20586,-,3253,490,4681,3972,2901,129,1457,772
2024.02,49974,2066,9061,2457,42,-,5458,-,671,220,3513,1207,978,130,850,198
2024.03,59595,1020,3605,223,20,-,11392,0,1708,347,1338,1048,6021,64,2930,94
2024.04,67377,2045,8593,358,31,-,4079,-,1074,379,769,799,3423,121,5877,26
2024.05,57823,915,1523,2,87,-,5059,-,1262,531,70,522,647,54,4672,675
