시점,연근해어업,갈치,고등어,망치고등어,꽁치,노가리,멸치,명태,방어류,병어류,삼치류,전갱이류,정어리,쥐치류,청어,살오징어(오징어)
2008.04,220706801,14138063,4706097,25873,611648,-,5251053,2085,456460,3022426,5535496,373226,20,525857,3691807,2786810
2008.05,253156034,17838313,2370920,402924,2013056,-,5360300,70,869891,13166410,2000802,1187099,-,837983,3313983,6405407
2008.06,231978277,23315086,8454450,205556,1891079,-,8377865,488,848629,15671666,505554,8362448,-,1013064,1284357,11533285
2008.07,233380126,32262818,12838671,940692,292535,-,46733312,221,322611,6555946,1205710,6616631,-,1024646,2388878,13548665
2008.08,229328152,35929843,16581275,5595,3126,-,40417111,345,777294,2342141,1257854,1660306,695,1186063,1530168,12596697
2008.09,318165588,40187073,22675913,5612,69780,-,42571304,13,1854009,2528676,3257414,1118821,60,3124901,513243,29781682
2008.10,409190753,45276200,39262332,40001,472163,-,42268448,-,3275917,2671163,6744876,1165592,52208,4335884,555671,80796423
2008.11,362757689,41847916,42787639,93293,155325,-,25432457,609,3205103,2803024,12970433,954071,1027,2781204,3350189,44346565
2008.12,347678498,32795933,31235921,1885906,173256,-,21708741,516,6014362,3287129,21833856,801677,5041,1393071,3663814,42077006
2009.01,265560612,19667845,17012638,1515462,29417,-,18934876,1001,8509857,2280869,15198816,569337,-,821301,1071227,22977594
2009.02,194267003,8453252,15536626,32730,121001,-,16717700,1832,2344930,1839102,12020669,350276,-,603698,1612469,7137228
2009.03,239789259,19771068,10455969,58865,17459,-,16088253,8801,1678932,2148343,12977795,1043785,-,595259,2196628,3107033
2009.04,235449993,19432316,3448919,13110,283565,-,6055378,1213,1134490,1397927,6395384,559526,6071,722328,1805454,3087069
2009.05,269592575,14250645,12459649,23102,1894001,-,6770383,549,1117135,6602742,3291962,1976296,9934,976251,4104073,5755915
2009.06,252553102,18461748,15166930,1979313,1966481,-,6548829,247,941584,13990189,446043,2664906,43843,759826,3499466,12373964
2009.07,197085495,25826351,12593375,3063912,414002,-,18672332,832,472894,3822386,917042,1451903,2258,603053,3875041,15098018
2009.08,271845199,40975767,28297445,6422109,15372,-,30283838,760,826979,2815073,2760438,1566069,130,1287635,284090,23509321
2009.09,454516294,52392814,26984510,12157727,7758,-,54859491,444,970516,4502412,6687185,2030919,-,2699022,587367,50769869
2009.10,456059054,20775336,14809085,16855651,20768,-,49266214,352,2126479,3748462,12453385,1856310,732,4449922,791208,106552960
2009.11,402166634,31295893,22207031,24783361,96868,-,33765529,1332,3631615,4051746,12774647,1734401,987,5020843,2661517,59296259
2009.12,401551757,25151158,11264012,23236406,122388,-,28455883,5105,2936402,4561849,20738933,850911,-,8551843,2474841,80840906
2010.01,287916496,25139649,10051484,1924972,210612,-,34156911,2621,6032786,4257712,15447099,873098,1040,1527155,536911,36147665
2010.02,208836125,19234618,5515035,473318,92199,-,22920580,3292,2028511,2211559,14349431,705547,21084,2416128,251885,9113939
2010.03,213732775,10855150,3458817,128658,7361,-,21349820,3247,1299790,2183538,8012822,374011,940,469608,2570539,3904198
2010.04,255035201,21210317,2913262,15802,171464,-,7152264,695,645720,1617230,4894600,562185,1503,342083,2550884,1722892
2010.05,302254402,17441738,2816105,-,1323270,-,10147825,1276,496062,6091572,3467096,620012,60,1073221,2813757,3390711
2010.06,267368778,16336798,7140006,15894,2237183,-,14402356,2470,424099,12213226,652977,3280698,1302,910697,3896343,10072622
2010.07,296760893,42143884,9770872,198543,122617,-,52945970,146,382349,8137570,633346,4658554,52,898913,3812398,17797697
2010.08,256506021,40475117,14873266,486952,9762,-,38448986,217,518077,5642471,1889261,4127988,1379,952847,1397922,25419941
2010.09,379483950,34802749,21128910,1090542,22835,-,66969755,92,1019533,7423445,5841871,5723837,-,1689612,337250,59365612
2010.10,557256250,25483849,42481360,2090781,107684,-,59598386,897,3149462,5283635,13747079,1462324,4729,2363973,797435,185838851
2010.11,466341916,26063292,34377091,701354,422646,-,41766787,2661,9599464,6130115,30655587,1816780,2286,2465220,2791954,73502709
2010.12,420188401,21715995,13349944,324723,289777,-,20544912,1878,10066978,7912968,14480168,848488,10,2153756,2074098,141550854
2011.01,378158443,27827159,13455813,219010,158883,-,33650064,5143,5728400,4828531,11260971,1057369,-,2186328,996863,103930691
2011.02,206263486,5022521,10319833,30563,18744,-,30434367,3035,1412958,1610710,16061343,470693,27,655198,530768,26579275
2011.03,262702449,21739434,10770112,16865,4598,-,39734981,1701,1675694,3043299,7914102,269775,207130,900077,3307174,6296960
2011.04,250095947,12942086,6329963,13847,245073,-,6444296,529,1917127,3176502,4694978,220682,12526,570521,5009346,2036627
2011.05,298422327,9960431,3647227,48,1179437,-,13203760,8498,973604,8570785,3273365,971903,2600,1256134,4478388,4441520
2011.06,283996968,25509988,7497265,-,3128837,-,14099188,5291,2194055,21428010,738912,2141104,228359,961546,4089050,12865980
2011.07,245785914,24846317,11797416,27083,497260,-,38899415,1873,504841,10491346,863613,2613488,411,706676,2630757,17179160
2011.08,308120281,37470174,18815620,109417,9741,-,54102876,574,738378,5501271,3111743,2448532,2296,605693,180353,25250040
2011.09,437717043,41470473,51669751,671146,34045,-,48424207,1006,1083429,3783861,5837593,7158406,28015,1007871,243149,43588396
2011.10,668187312,35378001,70693168,1077560,166286,-,53739226,1019,3648977,3887773,15816607,2078226,9433,1779313,637978,172664545
2011.11,578566145,32515103,43809270,11293546,73550,-,72274685,831,3735455,2517710,24404894,2960591,53257,1886861,1008564,112022381
2011.12,526089347,19493988,38988793,2211386,295115,-,24819815,3904,2773683,5519958,13182385,14158337,1016470,1335339,1167245,166786422
2012.01,414687171,23517197,33182985,2861380,108074,-,26845230,2760,3241556,2549305,14862394,732072,110963,1052824,2206584,113106695
2012.02,231465886,12448888,12762206,131274,364252,-,17589261,1019,572335,2202426,11584074,6142145,191377,916799,1563881,33457449
2012.03,240816657,16170576,7795861,7079,288821,-,11687110,1575,329022,1178967,8868072,7567784,233337,835590,3464556,5290509
2012.04,248156623,9339352,2048355,-,523923,-,3537508,661,401936,1236142,4114814,1139920,4435,917601,4427043,1152664
2012.05,317395175,11065893,9457202,30,2215159,-,11856010,1125,1564999,8375659,4379192,2434234,4403,1084714,3503232,5625196
2012.06,257844462,14982476,14349479,-,2430655,-,9904649,2198,658590,15667533,572696,2991783,1286,744152,1760217,14085844
2012.07,233515702,26921509,16925310,-,51470,-,29869187,43,709963,5945571,1585391,3600957,-,589183,745943,19414672
2012.08,190570613,34994258,18089302,36362,631,-,21988948,31,725149,3845501,2010208,1500848,68,633811,231535,13821916
2012.09,405488356,48684497,30581619,155880,11176,-,41396610,154,1542052,4865263,10541993,1427954,221,2678600,166148,40619209
2012.10,541066507,24436136,36901619,1062334,14424,-,55136687,276,4018389,7129484,23513194,1259852,41,3253298,841990,140947960
2012.11,458558908,36510794,35704292,1224247,66574,-,32846265,406,5764757,4905963,27724375,1759090,13939,2551004,905325,66408159
2012.12,411468436,19776143,39664659,111455,24003,-,23567000,2191,7166724,3902389,20137818,1251809,35418,1024186,2592974,94945967
2013.01,325118946,20012317,26137203,2197985,51583,-,21023646,629,2143465,4471313,18408077,3350611,42697,1909834,1324137,52573969
2013.02,180763656,12784994,8006463,47867,105571,-,12973450,1141,475465,1469401,10264683,410713,54,759730,2139267,14301108
2013.03,224763933,13441840,9139535,23170,252789,-,13449531,1535,720491,1798179,7352382,615756,3079305,627012,2859698,5946962
2013.04,266452134,16542339,6855274,40126,1134452,-,6079012,167,1453832,2130804,6556558,970335,6085,739367,4435418,2106451
2013.05,308970463,10332528,2150052,930,2059234,-,9576050,250,1211460,13216355,3647715,552016,26,795079,5475741,5410876
2013.06,261460727,13021694,6502212,7770,1414013,-,10925792,2578,1190070,30236198,686523,1535569,227054,441840,4593190,14826644
2013.07,266181244,35165233,12486752,386115,178611,-,50450043,23,452194,6722202,834701,3970499,124942,374200,3751068,16785413
2013.08,252448524,41480728,21598809,869031,5216,-,33146488,301,700029,3945646,2851116,2200982,5749,296703,1537475,25452296
2013.09,375886918,42985824,24098409,3523841,100145,-,57662194,229,1167766,3047097,6792709,1477216,10,880423,780385,41378126
2013.10,431930509,27408820,15269865,5186779,54143,-,54538978,49,3383987,3492950,14286853,909337,585,1308540,474357,85578278
2013.11,433656570,28836087,31183081,2425044,348487,-,28940130,1370,7495645,3767610,17186095,1784181,15094,1869240,966762,76127075
2013.12,419972933,28433307,28530734,2167055,150495,-,23278479,887,11019236,2395050,11769065,812763,6929,991890,6002219,110448414
2014.01,349219107,27147149,10823407,435185,50700,-,24907125,219,3143760,2641112,9468548,1410095,74995,1077712,724918,86941586
2014.02,163880271,7019643,7650194,302557,47465,-,9856805,1557,719679,907319,7504416,868443,20106,500305,497098,11253890
2014.03,240677149,22097264,6809538,198320,103689,-,14327633,7151,920239,1153525,5794887,845461,47313,944474,3577668,4722868
2014.04,266773019,19882277,3191578,304610,316667,-,7555026,5935,735444,1566898,4538382,1065272,9068,537748,3742966,1900449
2014.05,274478627,15372886,2493973,133861,345582,-,9036257,4590,998007,10348335,2741680,2230795,13828,598617,3874305,1722833
2014.06,253079839,18749755,5511425,441841,107524,-,15965835,3326,1228312,14067366,1191290,4506102,5776,391047,1832407,16119920
2014.07,262875528,36987922,13212708,1256785,2325,-,53508997,236,945585,6121327,1129794,5406413,4082,364681,1571026,13975596
2014.08,279327981,26532737,25579268,27323,1710,-,47110573,56,685358,3327436,2530931,1348320,11183,537771,422787,19070153
2014.09,379350203,36089576,20670788,98427,38779,-,63731691,13,1280148,3671751,6164720,2629234,18408,1889160,591560,38128901
2014.10,436706467,18388520,27206461,371316,13613,-,58373293,64,3857456,4558343,13945195,1743090,5835,3015522,1771196,80707979
2014.11,444359598,32360220,53925521,1477048,26263,-,30049798,143,5604750,3655966,15186487,1627052,313,5497906,603833,60812336
2014.12,422211032,22917241,31424002,1527027,44972,-,20085304,2640,10932352,3820573,18753022,1367835,7684,1528647,1961737,109171078
2015.01,322014952,19944289,20988775,3214846,41738,-,30326197,10940,3088889,3279441,12645250,1480921,50399,2873204,3041546,50709612
2015.02,224860960,24549332,10580766,1354946,169480,-,12817295,8840,1760776,3179820,14491512,823142,89034,577136,1372342,15501535
2015.03,238380372,9038483,13861903,463614,7776,-,16493848,8676,2014649,2090172,9904900,3320363,280403,1610284,4398034,9022501
2015.04,265213290,19508995,10218749,38115,126091,-,4702909,6720,866063,1697502,5561891,2736659,72621,792026,3961604,1378002
2015.05,256654989,2965310,1246799,-,917563,-,8360337,434,784316,5725340,1976847,1094526,840,956898,3436040,1373741
2015.06,242330153,4707059,7040789,8108,682318,-,6922020,161,551735,15925968,701916,7670933,182104,462051,2355029,10486308
2015.07,223496140,17192111,12113751,88835,32052,-,28598552,74,819254,9947883,1136712,5522615,218198,557389,1096479,17646033
2015.08,250945675,32481775,22283637,35616,764,-,25469422,25,764650,4477422,2280939,1661665,383387,347737,459310,30173727
2015.09,393924678,37469512,25121190,862576,2843,-,38176947,16,1197829,4264973,7365293,804828,18645,766490,229388,46702705
2015.10,432052055,18737745,32115036,1124408,32818,-,50453222,150,4093099,2645155,18822888,805539,151,1988957,1781431,58896220
2015.11,418199057,32719957,26204545,1222561,30303,-,26631778,124,5034701,2840700,17814614,1325976,560,1511666,2302097,69153903
2015.12,434234117,24820795,23029001,4528897,39800,-,15553783,819,6892740,2574069,18813997,1677703,432715,1436773,1785678,102172601
2016.01,312854330,24736131,14344924,2280263,467959,-,21831931,2573,1682939,3846842,16233852,1382470,2316895,1196692,1466996,48318596
2016.02,189813540,16285924,5569629,473900,9462,-,6060725,14155,3096922,1686271,12168813,297328,2709,782882,868061,14745684
2016.03,218230575,15840191,6175260,1172712,89149,-,16622444,26900,1436895,1706788,5722362,881129,23827,1541746,1727892,4227844
2016.04,239305667,12053284,6856882,231298,441653,-,4463548,1750,791868,2398902,5059532,1795837,181130,928482,4429804,642664
2016.05,291725770,7652624,3015048,11602,1496099,-,11266972,2341,1350496,13696005,2782977,745650,14135,321077,5943715,5240219
2016.06,249816202,14250900,5823861,630040,324603,-,9512335,6270,1361892,13955999,668164,2032455,376271,260804,2961368,13417485
2016.07,226533594,27940952,9441636,638311,8949,-,26371308,11230,1141637,6896303,729646,1997366,47970,328509,985992,16750524
2016.08,263215048,40171404,16637417,373428,127,-,30770835,130,1823005,3269607,3223068,1603430,10948,508909,1699791,39670072
2016.09,325222486,34912960,22132568,1337020,4018,-,28711201,210,1522780,3871489,5165723,2022260,1960,881759,870069,34662510
2016.10,396926452,21945600,24493342,3140041,19911,-,33166578,160,4414822,6056575,16458346,2090086,-,1954382,843436,66750980
2016.11,465044020,33511305,35794015,3173370,48203,-,23182079,201,5009627,5477218,23390402,3424884,7586,2676112,775724,104405490
2016.12,457205569,24899422,16918494,5982383,19815,-,21500966,259,17549364,6387578,19396153,1264950,164759,1534496,1815941,134289798
2017.01,332509666,22351044,9805072,1822347,24602,-,32088199,369,6655852,4720203,9055641,1263586,1152406,4615958,2386894,66274769
2017.02,183520527,6802757,4908062,928406,70015,-,15721397,1720,2622997,1837615,7383778,452128,1294629,491832,1175794,20582592
2017.03,241642374,16121723,5340237,132233,75440,-,18435068,7587,1188789,3666699,6559272,563379,2350129,1119369,3561698,5174134
2017.04,252964275,12746966,802894,2882,258253,-,6428141,6598,572826,4119095,5755828,349020,401553,1083769,6412388,1806754
2017.05,303040988,12294820,2198570,31569,1028746,-,13503430,1459,1764052,16248903,1848046,2552792,194080,234140,5504047,6314914
2017.06,307738016,52965292,5819972,19179,712297,-,9728774,2064,2985927,19685260,986097,2821127,1569704,410981,6417946,10339401
2017.07,287753692,60205120,11381566,105335,16573,-,37489093,2578,1821979,9208873,713046,2832385,649275,339058,3548828,28694768
2017.08,358536879,88629563,16654319,209878,363,-,38816049,1049,1133049,3203733,4093621,2947265,344217,439069,814199,72120259
2017.09,472430017,69949801,17799708,2025191,7255,-,71761374,2091,2254968,4361131,19323568,2778690,39146,652261,1036972,55858888
2017.10,373224269,24512338,11249239,1681732,32781,-,32371167,2487,6409584,4170888,23312514,1778073,12166,1481550,910393,63677118
2017.11,469343929,43282258,11352686,3818571,76407,-,34747735,8871,10748446,4144394,25718937,2063351,31084,1621263,1779061,76382039
2017.12,431351326,28877157,32829723,1812557,74462,-,40650603,1483,11834120,4082872,11954944,1426807,5201,1034132,1935196,85432024
2018.01,325498462,21478120,9604272,2739190,213015,-,28723577,1274,4884063,4302851,7883525,895515,1867552,3104637,2704446,45836910
2018.02,206087691,10849200,4866575,2084369,2116,-,12192176,5509,1930483,2540431,15065404,357429,46388,1060542,1381428,7494470
2018.03,232748194,16268176,9392402,687365,46695,-,15789608,9680,1681736,2755174,5375997,382253,1762002,1404676,4023661,1695217
2018.04,283308245,16294837,4430957,366850,654152,-,6118471,7153,1342496,3975226,2964044,720577,218391,989330,4804540,631207
2018.05,330727724,15721160,1151622,5811,1298805,-,13083830,32078,2554350,13326293,1502382,517934,2613,653948,3449797,7570271
2018.06,309676753,46679909,2293426,5604,689265,-,9642682,4962,2654417,20363765,1996139,1556175,6110,374529,3755096,15991577
2018.07,284125409,35081660,12263969,3759808,33722,-,38997999,5181,1711346,8626008,2483407,3583185,2202,332287,945128,32104001
2018.08,295545680,37470139,17478673,4079580,171,-,34346943,930,1795010,5052073,2679106,2243875,43270,411394,517245,36883060
2018.09,493009648,49985555,29693972,8873583,150,-,59342631,5509,2231166,4084311,9908907,5668230,78291,1063972,330345,59515495
2018.10,552198662,34532485,24108221,9518949,837,-,52395587,10755,6909170,9473067,26079330,2376532,103846,2575902,890233,94351996
2018.11,447798063,41210040,26387387,17317875,2479,-,29857124,6151,11250259,8792705,13520303,3337908,358,2493050,1450824,28953458
2018.12,375341798,26423938,14744188,6157763,13151,-,23112150,22556,10366981,5274593,16182899,1991642,402226,1995800,1769419,51027556
2019.01,400449412,21346423,16818429,11723551,18154,-,31771861,1611,4952954,5357874,16476598,847622,822302,1567482,3627979,78790529
2019.02,208165025,3653530,3466115,2000111,42088,-,15757997,-,4531897,2148490,12224633,476644,129956,1169376,1412022,36073142
2019.03,237528037,14172928,3874175,1517263,24619,-,8784588,-,1799400,3141315,7777094,555328,317987,1094877,4117565,10138089
2019.04,277770558,11524476,2488014,780824,616533,-,8030125,-,1452058,4872406,8268639,1023273,210018,1098584,4487965,807793
2019.05,314603933,9579999,1643760,-,690143,-,15101105,-,2054204,14700352,4331922,1062525,26982,821300,4763068,9315586
2019.06,286367887,29202386,1964158,5470,238725,-,10064140,-,1541701,14765319,1784220,2100326,46800,639141,2188851,18104218
2019.07,297866084,32175328,3934379,712961,11428,-,18349364,-,2423151,12232489,3073532,4169854,62197,688906,1055622,66408512
2019.08,332180758,31713311,10409337,653799,82,-,35876981,-,1968655,8465134,4879169,6039713,19830,789589,908285,70827102
2019.09,354666493,25568458,11925584,290180,357,-,44325624,-,2292555,5795914,11519086,4254953,3043,1123416,734991,49872977
2019.10,416483356,34984116,16342520,718203,11585,-,37196545,-,6061473,7717244,25983205,3979869,71,3106433,706862,15670965
2019.11,399659464,43914372,21006244,340250,1498,-,30057110,-,16895162,11133252,20765148,4106655,32563,4018877,708969,5498704
2019.12,431408048,44764728,35735064,466503,33576,-,27888328,-,23434141,6044311,17909871,4031280,1169,4161695,2331776,22846739
2020.01,323341311,28052055,7390651,491506,29755,-,25186641,-,9514816,2654063,9801734,2533950,3865,4391737,4111741,52263694
2020.02,234319067,14372941,18383198,185030,14285,-,20484907,-,2848945,1391640,5950253,1398294,4521,972885,1145921,37625577
2020.03,274300732,28351428,8249967,207699,25690,-,13435032,-,2268372,2389688,7681603,999916,608799,728470,1620357,30918374
2020.04,281282190,22054683,1722121,80806,699143,-,8539475,-,677338,4238620,9917033,638333,197038,1707851,3490353,2677695
2020.05,335846569,24734026,1785859,1331,1523165,-,14686841,-,1937005,13119537,2192459,2130807,66145,1377601,2750521,9221153
2020.06,339992343,48918748,3539714,636,405805,-,14644845,-,1463023,18796509,3833484,3177144,9598,796415,1154582,35469161
2020.07,326441690,44500286,12411179,259600,140,-,43581075,-,1073223,14025528,5785783,6055323,13480,539689,264122,46645628
2020.08,313823561,56752620,11514770,893185,103,-,28259494,-,1609897,6433306,2270437,2339580,33423,711982,801313,60510312
2020.09,478087230,51402710,22642100,1145595,33,-,47701204,-,1180886,6311197,11760237,3389450,3317,872373,329014,69134223
2020.10,534439511,40591475,20228420,3092831,556,-,65250499,-,3406773,6034921,21397462,11324499,7376,1207580,234782,64101753
2020.11,499764977,59175959,34141050,898008,72110,-,37342562,-,12269953,6603830,17539486,2685424,3961,1514428,509861,42727601
2020.12,430117418,47123851,21783610,1981041,50170,-,18857481,-,12028716,4628260,14542445,4422518,54977,1366974,1195089,54858216
2021.01,303256978,20330134,26322871,1498161,9773,-,16389863,-,3797604,2997732,10889573,1139616,14841,992595,1415478,52177041
2021.02,218588760,25033099,13841821,304441,24263,-,13894924,-,1447257,2003900,8277891,267586,1133,764927,931412,21423974
2021.03,281937007,22402091,8960018,9117,130002,-,18502346,-,752497,3316119,8775059,1201929,8201,2214370,1005673,8890356
2021.04,307770708,19711755,5637008,221559,903251,-,9740189,-,894118,5421184,7178764,1222878,73136,1258894,1420708,115810
2021.05,338472010,22327275,1518978,2206,1433218,-,11924602,-,1857031,11749789,239429,1684703,6021,835497,984627,17782030
2021.06,330808419,47014613,3770199,1758,521326,-,11128039,-,2593687,14375076,3202447,3613535,9322,411098,1374869,27410054
2021.07,293109690,48780488,6907539,559284,12900,-,25442216,-,2257033,8364284,4758972,8454269,11019,412260,1355497,47344405
2021.08,303842419,44049469,14113702,1117447,-,-,27142431,-,2133223,6025605,4834703,4632448,-,729419,564152,66015592
2021.09,448488244,43536959,26565562,2183601,-,-,22160993,-,2386017,5201565,7971927,6012576,3149,1014094,459692,102213815
2021.10,477127252,48662152,21923036,6542299,1515,-,26741091,-,6013417,9500588,15561220,5351379,7110,2761549,680270,85382501
2021.11,447970676,63764881,29743054,3347921,6327,-,7635637,-,14162984,11274448,12491494,5155306,421,3072276,1079101,17542766
2021.12,399054896,48072703,35072826,6485363,32202,-,7175189,-,16298334,6761468,8730072,2246162,2896,2961378,1055202,15391818
2022.01,350862485,59728714,18258246,3916271,15275,-,16036644,-,9102116,4150501,14379920,1332441,-,1297943,1219292,14566827
2022.02,183815506,17482081,6255091,751203,96490,-,19145092,-,1464337,3098032,5048754,613633,12639,537505,907957,11257411
2022.03,276484665,28495689,6770550,336285,464192,-,17382933,-,2919656,4730809,11194815,618122,550,2683115,866075,4861070
2022.04,314574402,16625896,1815918,29888,159044,-,6262339,-,1960278,5818356,4327558,522362,619759,1769506,3835987,174641
2022.05,360120764,16186380,3343243,16635,141847,-,7508381,196,3672750,12649909,61029,1110031,3826,1070752,5022594,10250880
2022.06,299217324,27604775,3902770,22934,54306,-,5903539,-,3736768,17128679,2375567,3427499,18294,291184,2070550,20166778
2022.07,281475963,35374523,10879733,371823,475,-,21674551,-,3053391,10717517,4797419,4473964,1142545,473084,1804576,32643865
2022.08,371915290,62734882,13529661,2119205,-,-,40958874,-,3485815,6019694,5027115,6787784,1624212,649940,973231,73374280
2022.09,361542620,39035539,16335115,4390596,62,-,35489565,-,3265318,4874068,27582623,3966262,841013,696530,915617,53967537
2022.10,428847912,44225393,12436316,6110385,-,-,36029055,-,10759397,6944110,38015752,4404290,1857152,1684815,1052566,42934454
2022.11,463407842,69279439,35920617,8466146,7950,-,24329862,-,13496856,7192545,26315088,5653753,1360689,1449687,1114948,19422394
2022.12,350741939,33399894,26864477,4253291,41899,-,23369624,-,24881232,5014455,11740995,2096581,337930,1186272,1417789,22476839
2023.01,319151467,38027416,23978294,2712453,4882,-,28039345,-,7961475,3535066,14071599,2480318,217624,1574891,788435,15817299
2023.02,267841482,27972034,4951423,1027676,390566,-,26269394,-,7527033,3034362,17750054,772236,216651,1474601,556480,5879412
2023.03,348931480,37823474,18282471,2281394,318013,-,26612070,-,4925516,4298560,8595105,1569245,2326469,1442358,2303765,4062771
2023.04,325824838,15703327,16306757,37661,46106,-,7325071,-,1406571,4867268,7725770,853138,511433,1244575,3585294,354499
2023.05,375714524,19371516,5213137,29911,9146,-,9584563,-,3477068,13775273,452179,1650534,1335053,737684,1421592,12293104
2023.06,344399214,39678562,7530929,32113,132,-,9446858,-,2586052,18989958,2632701,2864590,1933003,500828,1664057,19399566
2023.07,324139446,38167380,18930477,2773291,107,-,37189459,-,2370215,14483350,17819777,5122089,3583686,290061,856891,42660334
2023.08,356100925,48294063,11771012,7926444,-,-,33122368,-,2291919,9940914,7378585,7861206,3007001,479081,558693,87409172
2023.09,461245324,64138985,24252709,6182394,79,-,38348115,-,3551266,7987064,42014430,3941264,2134245,517510,320547,46329572
2023.10,458303736,47400354,22404568,7516067,35817,-,51973675,-,10715984,8244171,45047902,9121621,5238567,1420588,1148311,15287578
2023.11,423993945,56696433,25040243,14561509,27697,-,24926204,-,18237496,7584842,14310445,4131732,5441667,1532477,1952652,1718544
2023.12,361609169,43192069,15581132,2171411,56294,-,17421446,-,24389715,4392574,13870743,3742050,2147194,1175834,746115,6033560
2024.01,363324656,33175429,17368190,1772665,139326,-,47114746,-,11012064,3917254,22766674,5708678,1986460,1549522,1173159,12246782
2024.02,235695840,27957182,12266856,2401692,229161,-,13863775,-,2474906,1887204,16912345,1544628,1452023,1478419,884854,3968288
2024.03,291253642,11436983,8192497,338962,75111,-,29046923,190,3440591,3102741,7228819,1823170,6048980,749448,3186539,1531718
2024.04,388532341,33554418,13231908,400057,82306,-,9160963,-,2294399,3863018,4888631,1066577,2902462,1407779,6803517,331340
2024.05,384003471,10918981,3851300,2969,142765,-,9463144,-,4498859,9081428,282016,867373,456327,750546,5052823,10003409
